Date and Time:                Wed Mar 26 14:36:17.291 2025
336,37823	-145
336,91501	-9
337,45178	-46
337,98849	-58
338,52521	88
339,06192	-12
339,5986	-10
340,13525	46
340,67188	47
341,2085	-65
341,74512	-55
342,28168	-100
342,81827	-61
343,3548	-69
343,89133	34
344,42783	75
344,96432	8
345,50079	70
346,03723	-41
346,57367	1
347,11008	-16
347,64648	-39
348,18286	-129
348,71921	27
349,25555	-39
349,79187	44
350,32816	-25
350,86444	-73
351,4007	2
351,93695	24
352,47318	-42
353,00937	0
353,54556	-154
354,08173	83
354,61786	-36
355,15399	66
355,69009	-61
356,2262	0
356,76227	47
357,29831	-143
357,83435	-64
358,37036	18
358,90637	204
359,44235	22
359,9783	108
360,51425	-82
361,05017	21
361,58606	-28
362,12195	-21
362,65781	-5
363,19366	-15
363,72949	20
364,26529	-27
364,80109	-228
365,33685	-142
365,87259	-136
366,40833	-107
366,94403	-84
367,47974	-51
368,01541	-95
368,55106	-18
369,0867	-51
369,62231	40
370,15793	-110
370,69351	-106
371,22906	-24
371,76462	7
372,30014	-34
372,83563	-81
373,37112	2
373,90659	43
374,44205	-60
374,97745	32
375,51288	10
376,04828	-71
376,58365	-108
377,11899	-102
377,65433	-93
378,18964	-27
378,72495	79
379,26022	10
379,79547	-3
380,33072	-159
380,86594	-43
381,40112	-140
381,93631	-21
382,4715	-42
383,00662	-54
383,54175	-58
384,07687	-76
384,61194	-27
385,14703	4
385,68207	3
386,2171	40
386,75211	-108
387,28711	-116
387,82208	160
388,35706	9
388,89197	-81
389,42691	-137
389,96179	-72
390,49667	-4
391,03156	69
391,56638	-14
392,1012	-175
392,63602	-64
393,17081	-150
393,70557	25
394,24033	-140
394,77505	-67
395,30975	-3
395,84445	-97
396,37912	-95
396,91379	-81
397,44843	-25
397,98303	-47
398,51764	2
399,05222	-18
399,58676	22
400,12131	-176
400,65582	-26
401,19034	-21
401,72482	43
402,25928	-85
402,79373	-18
403,32816	79
403,86255	-51
404,39694	-46
404,9313	-49
405,46567	65
406	-36
406,5343	-132
407,0686	-146
407,60287	-79
408,13715	-55
408,67139	93
409,2056	-141
409,73981	141
410,27399	-2
410,80814	-13
411,34229	-101
411,8764	-38
412,41052	72
412,94461	-116
413,47867	-63
414,01273	16
414,54675	-23
415,08075	-170
415,61475	108
416,14874	7
416,68268	-16
417,21661	-165
417,75055	-187
418,28442	23
418,8183	12
419,35217	-164
419,88602	-13
420,41983	-184
420,95364	-89
421,48743	-57
422,02118	-92
422,55493	-6
423,08865	-22
423,62238	-150
424,15607	-55
424,68973	-100
425,22339	-96
425,75702	-10
426,29062	100
426,82422	-77
427,35779	-44
427,89136	-132
428,4249	-55
428,9584	-97
429,49191	-18
430,02539	-38
430,55887	-106
431,09232	-12
431,62573	-93
432,15915	-37
432,69254	-33
433,22589	-163
433,75925	39
434,29257	-12
434,8259	57
435,35919	-102
435,89246	-153
436,42572	-90
436,95895	-8
437,49216	13
438,02536	30
438,55853	72
439,09171	-183
439,62485	-120
440,15796	-50
440,69107	-99
441,22415	-89
441,7572	-59
442,29025	24
442,8233	-104
443,35629	9
443,88928	-32
444,42227	-113
444,9552	-108
445,48816	51
446,02106	-13
446,55396	95
447,08682	14
447,61969	17
448,15253	-111
448,68536	-14
449,21814	-34
449,75095	-41
450,28369	-28
450,81644	-152
451,34918	54
451,88187	-78
452,41455	110
452,94724	-114
453,47989	-24
454,01251	-96
454,54514	-63
455,07773	-37
455,61029	-83
456,14285	5
456,67538	-7
457,20792	-82
457,74039	-111
458,27289	32
458,80533	-47
459,33777	-45
459,87021	-83
460,40262	-186
460,935	-72
461,46738	-80
461,99969	-152
462,53204	78
463,06436	-106
463,59665	-70
464,12891	-7
464,66116	-40
465,19339	-194
465,72562	0
466,25781	-156
466,78998	73
467,32214	-73
467,85428	-150
468,38641	-71
468,91852	46
469,45059	-29
469,98267	-54
470,51471	-7
471,04672	-18
471,57874	24
472,11072	-110
472,6427	1
473,17465	-77
473,70657	-101
474,23849	-106
474,77039	-37
475,30225	-33
475,83411	-112
476,36594	-41
476,89777	-268
477,42957	-68
477,96133	-54
478,4931	-9
479,02484	-129
479,55658	-89
480,08829	38
480,61996	-79
481,15164	-33
481,68329	-57
482,2149	26
482,74652	37
483,27811	-189
483,80969	42
484,34122	-216
484,87277	-188
485,40427	-180
485,93579	-77
486,46725	102
486,99872	-79
487,53015	-27
488,06158	-76
488,59299	-122
489,12436	-40
489,65573	-86
490,18707	-141
490,71838	-53
491,24969	-118
491,78101	-174
492,31226	86
492,84351	-257
493,37476	110
493,90598	-104
494,43716	-104
494,96832	-55
495,49948	-64
496,03061	-116
496,56174	-75
497,09283	-84
497,62393	-42
498,155	48
498,68604	-106
499,21704	-12
499,74805	-16
500,27905	-129
500,81	-67
501,34097	3
501,87189	-20
502,4028	44
502,93369	-9
503,46457	-30
503,99542	-150
504,52625	102
505,05707	-146
505,58786	-70
506,11865	-184
506,64941	-156
507,18015	-52
507,71088	-18
508,24158	-37
508,77225	48
509,30292	-105
509,83356	-129
510,3642	-85
510,89481	-110
511,42538	27
511,95596	-129
512,48651	-110
513,01703	-57
513,54755	-130
514,07806	-126
514,60852	41
515,13898	-105
515,66943	125
516,19983	-70
516,73022	52
517,26062	-34
517,79095	-6
518,32135	-11
518,85162	-175
519,38196	-56
519,91223	-105
520,4425	-117
520,97278	-117
521,50299	-45
522,0332	-63
522,56342	-13
523,09357	-6
523,62372	-113
524,15387	-66
524,68396	-34
525,21405	5
525,74414	-120
526,27423	-164
526,80426	-27
527,33429	-115
527,86426	38
528,39429	-1
528,92426	-164
529,45416	-121
529,98413	-25
530,51404	-34
531,04388	-60
531,57379	-27
532,10364	-17
532,63348	-225
533,16327	-20
533,69305	-207
534,22284	98
534,75262	-193
535,28235	-14
535,81207	-75
536,34174	-138
536,87146	-165
537,40112	-70
537,93073	-167
538,46039	44
538,98999	-12
539,51959	-72
540,04913	107
540,57867	-69
541,10822	48
541,6377	-10
542,16724	-12
542,69672	-57
543,22614	-87
543,75555	-64
544,28497	77
544,81439	-19
545,34375	0
545,87311	-103
546,40247	-135
546,93182	-103
547,46112	-109
547,99042	24
548,51965	24
549,04889	63
549,57813	-106
550,10736	90
550,63654	-128
551,16571	-50
551,69482	-184
552,224	-73
552,75311	-7
553,28223	-76
553,81128	-275
554,34033	54
554,86938	-65
555,39838	-8
555,92737	95
556,45636	-27
556,98535	-14
557,51428	-51
558,04321	13
558,57214	112
559,10101	-141
559,62988	-7
560,15869	30
560,68756	-54
561,21637	-61
561,74518	-26
562,27393	-78
562,80267	-60
563,33142	62
563,86017	38
564,38885	92
564,91754	46
565,44617	-34
565,97479	-128
566,50342	47
567,03204	-78
567,56061	-30
568,08917	-107
568,61774	38
569,1463	64
569,6748	16
570,20325	-67
570,73175	-150
571,26019	-42
571,78864	15
572,31708	-84
572,84546	65
573,37384	-29
573,90216	-55
574,43054	-118
574,95886	75
575,48712	-12
576,01544	-1
576,5437	-68
577,07196	-23
577,60016	-121
578,12836	9
578,65656	-50
579,18475	-28
579,71289	-84
580,24103	28
580,7691	77
581,29724	-117
581,82532	-23
582,35333	42
582,88141	22
583,40942	-35
583,93738	-98
584,46539	27
584,99335	-79
585,5213	24
586,04919	-75
586,57709	4
587,10498	87
587,63287	-30
588,16071	-153
588,68854	-207
589,21637	-215
589,74414	-77
590,27191	-109
590,79968	-8
591,32739	-71
591,8551	32
592,38281	-89
592,91052	-15
593,43817	-38
593,96582	-30
594,49341	-96
595,021	-22
595,54858	6
596,07617	-98
596,6037	-96
597,13123	-21
597,65875	-65
598,18622	-128
598,71368	-35
599,24115	-70
599,76855	72
600,29602	-7
600,82336	-293
601,35077	-27
601,87811	-106
602,40546	76
602,9328	-105
603,46008	-30
603,98737	11
604,51465	-177
605,04187	-81
605,56909	-91
606,09631	-107
606,62347	-71
607,15063	-55
607,6778	-137
608,2049	-122
608,73206	-65
609,25916	-131
609,78619	-342
610,31323	-165
610,84027	-26
611,36731	49
611,89429	-124
612,42126	-11
612,94824	-58
613,47516	119
614,00208	-127
614,52899	-48
615,05591	-152
615,58276	95
616,10962	-147
616,63641	63
617,16321	-9
617,69	-84
618,2168	-78
618,74353	-105
619,27026	29
619,797	42
620,32367	-56
620,85034	8
621,37701	0
621,90369	-13
622,4303	-82
622,95685	42
623,48346	111
624,01001	36
624,53656	-33
625,06311	-16
625,5896	-87
626,11609	-22
626,64258	-24
627,16901	30
627,69543	15
628,22186	-158
628,74823	-36
629,2746	-85
629,80096	-145
630,32727	-81
630,85364	-94
631,37988	-4
631,90619	-107
632,43243	42
632,95868	5
633,48492	-82
634,01111	-139
634,53729	101
635,06348	6
635,5896	-171
636,11572	64
636,64185	81
637,16791	-221
637,69403	-109
638,22003	2
638,74609	102
639,27209	-30
639,7981	-120
640,3241	114
640,85004	-57
641,37598	45
641,90192	-5
642,4278	-21
642,95367	-79
643,47955	-156
644,00537	14
644,53119	-11
645,05701	61
645,58282	-103
646,10858	-34
646,63434	-173
647,16003	-14
647,68573	-39
648,21143	16
648,73712	98
649,26276	-213
649,78839	-1
650,31403	-25
650,83966	-161
651,36523	-89
651,89075	48
652,41632	-39
652,94183	-29
653,46735	-92
653,9928	-62
654,51831	92
655,04376	-68
655,56915	23
656,09454	-57
656,61993	110
657,14532	-14
657,67072	-12
658,19604	-73
658,72131	-47
659,24664	5
659,77191	-77
660,29718	58
660,82239	160
661,3476	38
661,8728	22
662,39801	-87
662,92316	-58
663,4483	46
663,97345	149
664,49854	23
665,02362	155
665,54871	78
666,07373	37
666,59875	85
667,12378	165
667,6488	104
668,17377	218
668,69873	260
669,22363	155
669,7486	258
670,2735	167
670,79834	232
671,32324	155
671,84808	343
672,37286	350
672,89771	406
673,42249	354
673,9472	560
674,47198	480
674,9967	424
675,52142	484
676,04608	677
676,5708	755
677,09546	719
677,62006	836
678,14471	741
678,66925	1001
679,19385	1106
679,71844	912
680,24298	1176
680,76746	1260
681,29199	1390
681,81647	1571
682,34094	1585
682,86536	1782
683,38977	2073
683,91418	2050
684,4386	2150
684,96295	2437
685,4873	2466
686,01166	2719
686,53595	2928
687,06024	3153
687,58453	3429
688,10876	3603
688,633	3719
689,15723	4019
689,68146	4172
690,20563	4233
690,7298	4660
691,25391	4656
691,77802	4764
692,30212	4937
692,82623	5046
693,35028	5205
693,87433	5337
694,39838	5321
694,92236	5570
695,44635	5646
695,97034	5827
696,49432	5667
697,01825	5818
697,54218	5631
698,06604	5585
698,5899	5585
699,11377	5378
699,63763	5468
700,16144	5383
700,68524	5189
701,20905	5115
701,73279	5098
702,25653	4924
702,78027	4916
703,30396	4625
703,82764	4402
704,35132	4195
704,875	4061
705,39862	3818
705,92224	3546
706,4458	3528
706,96942	3120
707,49298	3040
708,01648	2802
708,54004	2779
709,06354	2515
709,58698	2480
710,11047	2274
710,63391	2277
711,15735	2029
711,68073	2036
712,2041	1724
712,72748	1614
713,25085	1491
713,77417	1398
714,29749	1293
714,82074	1128
715,34406	1007
715,86731	931
716,3905	858
716,91376	834
717,43695	670
717,96008	665
718,48328	648
719,00641	417
719,52954	520
720,05261	285
720,57574	351
721,09882	335
721,62183	289
722,14484	90
722,66785	218
723,19086	72
723,71381	150
724,23676	145
724,7597	121
725,28265	116
725,80554	103
726,32837	140
726,85126	117
727,37408	108
727,89691	116
728,41968	91
728,9425	-121
729,46527	-32
729,98798	12
730,51074	34
731,03345	-69
731,55609	-52
732,0788	99
732,60144	16
733,12408	-4
733,64667	121
734,16925	95
734,69183	-23
735,21442	-21
735,73694	49
736,25946	-47
736,78192	-21
737,30444	39
737,8269	45
738,3493	-17
738,87177	-18
739,39417	-26
739,9165	52
740,4389	-6
740,96124	-153
741,48358	-20
742,00586	-122
742,52814	-74
743,05042	-12
743,57269	-82
744,09491	36
744,61713	-45
745,13934	-42
745,6615	-37
746,18365	-86
746,70581	32
747,22791	-82
747,75	39
748,27209	-24
748,79419	-57
749,31622	26
749,83826	12
750,36023	-46
750,8822	-77
751,40417	-15
751,92615	128
752,44806	-172
752,96997	-82
753,49188	-79
754,01373	-37
754,53558	-86
755,05743	-98
755,57928	-54
756,10107	-32
756,62286	-180
757,14459	-45
757,66632	20
758,18805	36
758,70978	-90
759,23145	-177
759,75311	-96
760,27478	-85
760,79639	12
761,31799	-108
761,8396	-111
762,36115	-66
762,88269	-160
763,40424	-43
763,92578	-30
764,44727	83
764,96875	-39
765,49017	-5
766,01166	-126
766,53308	-108
767,05444	-28
767,57587	-3
768,09723	-52
768,61853	41
769,13989	-196
769,66119	-81
770,1825	-49
770,70374	-16
771,22498	-92
771,74622	-183
772,26746	91
772,78864	-153
773,30981	-191
773,83093	-72
774,35211	-63
774,87323	-93
775,39429	44
775,91541	-129
776,43646	-133
776,95746	-75
777,47852	-8
777,99951	-152
778,52051	-55
779,04144	82
779,56244	-198
780,08331	106
780,60425	58
781,12512	-123
781,646	-30
782,16687	-185
782,68768	-4
783,2085	39
783,72931	-241
784,25006	-171
784,77087	-55
785,29156	-43
785,81232	-32
786,33301	-112
786,8537	-172
787,37433	-120
787,89502	102
788,41565	-85
788,93622	25
789,45685	-48
789,97742	-36
790,49792	-61
791,01849	-33
791,539	-135
792,05945	96
792,57996	106
793,1004	-90
793,62085	28
794,14124	-47
794,66168	-24
795,18207	8
795,70239	-66
796,22272	-6
796,74304	10
797,26337	58
797,78363	-138
798,30396	-13
798,82416	-49
799,34442	9
799,86462	37
800,38483	-83
800,90497	-41
801,42511	-42
801,94525	8
802,46539	-54
802,98547	-98
803,50555	-64
804,02563	-6
804,54565	-61
805,06567	11
805,58569	-69
806,10565	-153
806,62561	33
807,14557	-94
807,66553	-36
808,18542	58
808,70532	30
809,22516	-30
809,745	-43
810,26483	24
810,78467	-14
811,30444	-76
811,82422	-85
812,34399	98
812,86371	-118
813,38342	-26
813,90314	4
814,42279	-57
814,9425	-83
815,4621	-42
815,98175	-99
816,50134	43
817,02094	-6
817,54053	-13
818,06006	-35
818,57959	-87
819,09912	-67
819,61859	-16
820,13806	42
820,65753	-43
821,17694	-112
821,69635	-2
822,21576	74
822,73517	88
823,25452	45
823,77386	-95
824,29315	-20
824,81244	-86
825,33173	51
825,85101	-60
826,37024	3
826,88947	-105
827,40869	58
827,92786	-31
828,44708	29
828,96619	-56
829,48535	81
830,00446	-153
830,52356	77
831,0426	-49
831,56171	41
832,08069	-33
832,59973	-24
833,11871	-125
833,6377	-147
834,15668	24
834,6756	-35
835,19452	-92
835,71344	-1
836,23236	42
836,75122	-35
837,27008	-47
837,78888	-92
838,30768	-62
838,82648	-128
839,34528	63
839,86401	7
840,38275	-69
840,90149	-23
841,42017	-168
841,93884	-32
842,45752	-69
842,97614	-47
843,49475	176
844,01337	28
844,53198	-213
845,05054	-68
845,56909	124
846,08759	-47
846,60608	-103
847,12457	-87
847,64307	-18
848,1615	-70
848,67993	-89
849,19836	-161
849,71674	-53
850,23511	-123
850,75348	-30
851,27185	-31
851,79016	-6
852,30847	34
852,82672	18
853,34497	-59
853,86322	-216
854,38147	42
854,89966	-8
855,41785	-170
855,93604	-79
856,45416	10
856,97229	28
857,49042	-133
858,00848	10
858,52661	23
859,04462	36
859,56268	11
860,08069	-91
860,59869	21
861,11664	1
861,63464	-121
862,15259	-55
862,67047	-40
863,18842	-131
863,7063	-183
864,22412	74
864,742	-7
865,25983	-48
865,77765	-98
866,29541	4
866,81317	-64
867,33093	-78
867,84869	-4
868,36639	-81
868,88409	-114
869,40179	59
869,91943	35
870,43707	28
870,95471	23
871,47229	-72
871,98987	-53
872,50745	-45
873,02496	-90
873,54248	-1
874,06	-16
874,57751	-34
875,09497	-52
875,61243	-116
876,12982	-12
876,64728	-113
877,16467	-33
877,68201	-37
878,1994	-77
878,71674	-57
879,23401	-67
879,75134	-87
880,26862	3
880,78589	-131
881,3031	-168
881,82031	111
882,33752	-115
882,85474	14
883,37189	-110
883,88904	-93
884,40619	-128
884,92328	-115
885,44037	19
885,95746	-34
886,47449	-132
886,99152	-11
887,50854	-121
888,02551	29
888,54254	-88
889,05945	12
889,57642	-114
890,09332	-138
890,61023	42
891,12714	199
891,64398	10
892,16083	-175
892,67767	-112
893,19446	-95
893,71124	-150
894,22803	-47
894,74475	37
895,26147	-38
895,7782	-69
896,29492	-59
896,81158	-37
897,32825	130
897,84485	-105
898,36151	17
898,87811	-86
899,39465	-40
899,91125	-27
900,4278	-123
900,94427	24
901,46082	-87
901,97729	-93
902,49377	-44
903,01019	34
903,52661	-91
904,04303	-99
904,55945	-131
905,07581	-18
905,59216	66
906,10852	75
906,62482	-96
907,14111	7
907,65741	48
908,17365	-69
908,68988	-29
909,20612	-15
909,72229	-99
910,23846	117
910,75464	75
911,27081	25
911,78693	-72
912,30304	-83
912,81909	-77
913,33521	-32
913,85126	-3
914,36725	-176
914,8833	-188
915,39929	-92
915,91528	-140
916,43121	-10
916,94714	36
917,46307	-89
917,97894	-17
918,49487	22
919,01068	-73
919,52655	-79
920,04236	-104
920,55817	-155
921,07397	6
921,58972	-79
922,10547	-27
922,62122	-113
923,1369	-144
923,65259	-10
924,16827	-40
924,68396	-61
925,19958	-63
925,71521	-113
926,23077	-26
926,74634	-197
927,2619	-38
927,77747	-57
928,29297	20
928,80847	-60
929,32397	100
929,83942	-41
930,35486	12
930,8703	-37
931,38574	-153
931,90112	-51
932,4165	-23
932,93182	-26
933,44714	22
933,96246	-147
934,47778	-75
934,99304	-150
935,5083	42
936,02356	-133
936,53876	-57
937,05396	-3
937,56915	-68
938,08429	-11
938,59943	23
939,11456	36
939,6297	-99
940,14478	-188
940,65985	-121
941,17487	-78
941,68988	-64
942,2049	-121
942,71991	-31
943,23486	32
943,74982	19
944,26477	-174
944,77966	-18
945,29462	-71
945,80945	-17
946,32434	39
946,83917	76
947,354	71
947,86877	-92
948,38361	-152
948,89832	145
949,41309	-103
949,9278	46
950,4425	-118
950,95721	-57
951,47186	69
951,98651	-68
952,50116	39
953,01581	-31
953,5304	-18
954,04498	-109
954,55951	-108
955,07404	-22
955,58856	35
956,10309	-52
956,61755	24
957,13202	-66
957,64648	21
958,16089	-96
958,67529	-87
959,1897	-48
959,70404	-32
960,21838	-6
960,73273	23
961,24701	-41
961,76135	16
962,27563	-67
962,78986	-73
963,30408	63
963,8183	-36
964,33252	-115
964,84668	-155
965,36084	-44
965,875	-19
966,3891	-18
966,9032	-38
967,4173	-55
967,9314	-98
968,44543	60
968,95947	-168
969,47345	-51
969,98743	128
970,5014	-76
971,01538	-118
971,5293	-23
972,04321	-92
972,55713	35
973,07098	-31
973,58484	-36
974,09869	177
974,61249	-49
975,12628	51
975,64008	88
976,15387	-135
976,6676	-88
977,18134	-105
977,69501	23
978,20874	-72
978,72241	-84
979,23602	-50
979,74969	-229
980,26331	13
980,77686	-7
981,29047	-25
981,80402	-98
982,31757	-130
982,83105	-34
983,34454	-141
983,85803	-177
984,37152	-63
984,88495	-18
985,39838	30
985,91174	-111
986,42517	-20
986,93854	63
987,45184	-105
987,96521	6
988,47852	-66
988,99176	-63
989,50507	49
990,01831	76
990,53156	-78
991,04474	21
991,55798	-28
992,07111	77
992,58429	-70
993,09741	-93
993,61053	-95
994,12366	-14
994,63672	-57
995,14978	-83
995,66284	-196
996,17584	-10
996,6889	-148
997,20184	-144
997,71484	-10
998,22778	-49
998,74072	-63
999,2536	-22
999,76654	-83
1000,2794	-56
1000,7922	16
1001,3051	1
1001,8179	-133
1002,3307	-30
1002,8435	154
1003,3563	-99
1003,869	-112
1004,3817	-80
1004,8944	-54
1005,4071	-69
1005,9198	-58
1006,4324	-82
1006,9451	28
1007,4576	35
1007,9703	-107
1008,4828	23
1008,9954	-57
1009,5079	-53
1010,0204	24
1010,5329	-54
1011,0454	-135
1011,5579	-9
1012,0703	-96
1012,5827	-35
1013,0952	118
1013,6075	-63
1014,1199	84
1014,6322	-138
1015,1445	-8
1015,6569	-47
1016,1691	-39
1016,6814	17
1017,1937	-58
1017,7059	-181
1018,2181	-98
1018,7303	-158
1019,2425	82
1019,7546	52
1020,2668	-127
1020,7789	-42
1021,291	-68
1021,803	-85
1022,3151	-29
1022,8271	159
1023,3392	-101
1023,8512	-86
1024,3632	-25
1024,8751	-86
1025,3871	-86
1025,899	-61
1026,4109	-16
1026,9229	-171
1027,4347	-93
1027,9465	-176
1028,4584	-75
1028,9702	-108
1029,4821	-98
1029,9938	-21
1030,5055	-6
1031,0173	-7
1031,5291	-55
1032,0406	-26
1032,5524	52
1033,0641	8
1033,5757	-119
1034,0873	7
1034,599	17
1035,1105	31
1035,6221	-141
1036,1337	-72
1036,6451	-27
1037,1567	-193
1037,6682	-81
1038,1797	-15
1038,6912	-36
1039,2025	-30
1039,714	-25
1040,2253	-85
1040,7368	-43
1041,2482	-116
1041,7595	8
1042,2708	31
1042,7821	-43
1043,2933	-54
1043,8047	-116
1044,3159	-94
1044,8271	-41
1045,3384	-7
1045,8495	-152
1046,3607	-210
1046,8718	-15
1047,3831	-87
1047,8942	-122
1048,4052	69
1048,9163	15
1049,4274	-49
1049,9384	-79
1050,4495	12
1050,9604	-32
1051,4714	82
1051,9824	-98
1052,4933	-33
1053,0043	-89
1053,5151	-84
1054,026	-44
1054,5369	29
1055,0477	-110
1055,5586	-93
1056,0695	32
1056,5802	104
1057,0909	-100
1057,6017	-113
1058,1124	-107
1058,6232	21
1059,1339	-4
1059,6445	-61
1060,1553	-98
1060,6659	1
1061,1765	-34
1061,6871	-177
1062,1978	-17
1062,7083	-163
1063,2189	-118
1063,7294	32
1064,2399	-36
1064,7504	-26
1065,2609	-192
1065,7712	-90
1066,2817	-148
1066,7921	-41
1067,3025	112
1067,8129	-80
1068,3232	-68
1068,8336	-59
1069,344	-33
1069,8542	-10
1070,3645	118
1070,8748	10
1071,385	-96
1071,8953	-61
1072,4055	107
1072,9156	18
1073,4258	-51
1073,936	-82
1074,4462	9
1074,9562	26
1075,4663	-104
1075,9764	-84
1076,4865	-82
1076,9965	-186
1077,5065	114
1078,0165	-63
1078,5265	-38
1079,0365	9
1079,5464	-176
1080,0564	-98
1080,5663	-28
1081,0762	35
1081,5861	-175
1082,0958	-85
1082,6057	-48
1083,1155	-131
1083,6252	-56
1084,135	-14
1084,6448	-36
1085,1545	-98
1085,6643	-109
1086,174	-205
1086,6836	-26
1087,1934	-77
1087,703	80
1088,2125	-183
1088,7222	-190
1089,2318	15
1089,7413	-49
1090,2509	-32
1090,7604	-42
1091,2699	-94
1091,7794	-54
1092,2888	-85
1092,7983	123
1093,3077	-140
1093,8171	54
1094,3265	-75
1094,8359	-19
1095,3453	-21
1095,8546	51
1096,364	2
1096,8733	-31
1097,3826	-40
1097,8918	64
1098,4011	-119
1098,9103	-126
1099,4196	-7
1099,9287	-82
1100,4379	-86
